region,n_models,SSA_mean,SSA_std,MAC_mean,MAC_std,MEC_mean,MEC_std,AE_mean,AE_std,lifetime_mean,lifetime_std,precip_mean
GLOBAL,14,0.9660708356804422,0.013044252597372274,2.035389318120554,1.5132786101165776,5.987286686350763,3.858352298411633,0.494105448379229,0.39968764383248856,19.197006984327935,25.601341592216187,3.070326743872464
AFRICA,14,0.8846759614427524,0.04611638388039247,1.0964895871846323,0.6948826138115449,6.7546434085459355,3.628470882924856,1.1826352809788931,0.40804663753096093,27.241316045390736,31.249824283760375,1.1007422208682653
AMAZON,14,0.9099983113533378,0.03559018940110955,0.9071225364474466,0.6114706378604813,6.399288492520161,3.0632764856630716,1.1526788448357213,0.3788995824359606,44.13261303191307,45.086608222743806,1.8898038720354464
OUTFLOW_AF,14,0.9144114824119338,0.04167659999804881,1.1562595607221253,0.7174897611225929,5.947162744687296,2.0152000636086087,0.6947522966081284,0.7764774624907163,27.653298290399814,71.83236877594204,0.39318888250512035
