region,model,MEC,AE,lifetime,inv_lifetime,precip,AOD
outflow_af,ECHAM6.3-HAM2.3-met2010_AP3-CTRL,5743.594805574131,0.9708286239787656,6.571347124657736,0.15217579912156662,0.3134027028331607,0.29166966875937583
outflow_af,ECHAM6.3-SALSA2.0-met2010_AP3-CTRL,5696.0402952029835,1.076580513259748,8.750318877659774,0.11428154950479298,0.1572784499758304,0.28930095998161764
outflow_af,GFDL-AM4-met2010_AP3-CTRL,6661.35966291117,0.8754341628569859,3.07682762017712,0.32501008293159894,0.5032118732001816,0.3196959152029658
outflow_af,GISS-ModelE2p1p1-MATRIX_AP3-CTRL-2010,7931.187941536073,0.8051154948418912,8.889515950065164,0.11249206431680564,0.5680566902141282,0.33920411612000456
outflow_af,GISS-ModelE2p1p1-OMA_AP3-CTRL-2010,12114.698432596688,0.37368155002592596,10.216064448145888,0.09788505202524343,0.6364034953273886,0.44222535661161155
outflow_af,INCA_AP3-CTRL,4288.3803288066565,0.33378635036695375,5.5607177320185315,0.17983290074984648,0.2831004246692935,0.2038865488056708
outflow_af,MIROC-SPRINTARS_AP3-CTRL,4211.968578147957,0.9305972166929297,8.219212107740308,0.12166616299611814,0.6379467975334008,0.1949667472406737
outflow_af,NorESM2-met2010_AP3-CTRL,5706.363156052844,0.938236252441531,18.524690818085574,0.05398200757141406,0.17284041903086647,0.4271780085987339
outflow_af,TM5-met2010_AP3-CTRL2019,5115.180928681304,1.1260241483837181,3.6184464249930617,0.2763616985159363,0.7701698587490217,0.3001788943581959
outflow_af,TM5_AP3-CTRL2016,4845.148160447096,1.174793476058925,2.9704738089682383,0.33664663091149727,0.7701698587490217,0.275777374115579
se_asia,CAM5-ATRAS_AP3-CTRL,4704.513024079024,1.2237878156159956,3.9712181536389624,0.25181190287510796,6.689239171209303,0.09346701233794252
se_asia,CAM5.3-Oslo_AP3-CTRL2016-PD,7385.077927610827,0.6900657950253106,7.706047971825132,0.1297682033198083,6.664941010615922,0.29833338655695657
se_asia,CAM5_CTRL2016,7731.638011898378,,37.854149691138794,0.026417183007919686,5.590205437050855,0.15350711314579024
se_asia,EC-Earth3-AerChem-met2010_AP3-CTRL2019,5927.661072805499,1.0709029047030731,36.39551632766944,0.027475911895217624,5.201301115964528,0.2266195929948487
se_asia,ECHAM6.3-HAM2.3-met2010_AP3-CTRL,5695.621739915982,1.092018325190878,7.746972176837289,0.12908268897491396,4.099960563842582,0.160154711283279
se_asia,ECHAM6.3-SALSA2.0-met2010_AP3-CTRL,5358.096585550222,1.1186951079623957,7.309677420597195,0.1368049426069339,2.419405522401247,0.1660325521035053
se_asia,GFDL-AM4-met2010_AP3-CTRL,7900.762483039748,0.872965819915495,28.153745788562635,0.03551925230518515,5.0046747218517424,0.19556195319763073
se_asia,GISS-ModelE2p1p1-MATRIX_AP3-CTRL-2010,18565.36015002793,1.389108336027461,8.065506914905516,0.123984767547833,7.013991219764019,0.2902391884050448
se_asia,GISS-ModelE2p1p1-OMA_AP3-CTRL-2010,19844.979300693565,0.27487153991683744,3.7910055762817403,0.26378225509781783,7.302840105925718,0.2496429326596318
se_asia,INCA_AP3-CTRL,6975.481759469594,0.3233228803786379,15.44782048087523,0.06473405107458517,8.723883139414271,0.1548793618777954
se_asia,MIROC-SPRINTARS_AP3-CTRL,14349.539787833708,0.8806027228434646,5.01392668405953,0.19944447994806921,8.288563280748763,0.25554977120289507
se_asia,NorESM2-met2010_AP3-CTRL,5861.328643601832,1.4513286769205433,24.54689206277192,0.04073835487778963,7.108685265831999,0.17735507717346094
se_asia,TM5-met2010_AP3-CTRL2019,5436.85305873898,1.2430532705220874,28.634692384118093,0.03492267304937554,6.77236738135454,0.1712514528640835
se_asia,TM5_AP3-CTRL2016,5051.567797692757,1.426243124043939,4.382300444823711,0.22819065296656707,6.77236738135454,0.13061804052001286
