region,regime,n,SSA_mean,SSA_std,MAC_mean,MAC_std,lifetime_mean,AE_mean
global,wet,84,0.9666529377035763,0.01265649534858708,2.0309792774268693,1.5656865057678864,18.892244639723693,0.5149508389259352
global,dry,84,0.9654887428818362,0.013890110559731647,2.0397993630717117,1.4697505025388076,19.501769385698502,0.47326005783252245
africa,wet,27,0.8857393246601516,0.04413319366054859,0.9972643384481367,0.5486556839240025,30.33520291444183,1.1665923120034483
africa,dry,29,0.8836859315643241,0.04724651380782183,1.1888717132632782,0.7763136778951145,24.360800684550057,1.197489881882083
amazon,wet,28,0.9105425535468805,0.04161197769488468,0.8953273973391449,0.6243933099263207,49.3612014980256,1.161596419938053
amazon,dry,28,0.90945406490232,0.03986209761295883,0.9189176776844853,0.6138236494735649,38.90402449768095,1.1437612697333894
outflow_af,wet,28,0.9111247408624646,0.04686559436998316,1.2597318281496606,0.8040885154461891,24.497959994653165,0.6973481427554267
outflow_af,dry,28,0.9176982260901402,0.037408100405372666,1.052787280522166,0.5784653073114671,30.808636569116562,0.6921564504608301
